"timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup"
0,10,31250,31250,31250,31250,31250,31250,250,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,30010.5,29990.3,30033.5,30005,29988.9,30020.1,210.2,202.8,217,212.3,207.8,216.8,0,0,0,0,0,0,0,0,0,-15.92,-18.72,-13.48,-15.08,-16.92,-13.4,0,0,0
20,10,30200.6,30168.2,30232.3,30186.1,30164.7,30211.8,224.5,215.8,231.9,225.7,220,231.4,0,0,0,0,0,0,0,0,0,6.81516482433765,4.76707372251268,8.90371921254273,6.32343922034135,4.27080930176167,8.3757282175848,0,0,0
30,10,30135.8,30091.7,30178.6,30125.5,30094.9,30163.7,246.6,237,256.8,251.7,243.8,259,0,0,0,0,0,0,0,0,0,9.87063415108713,7.40970461723032,12.1663339772743,11.5187329006836,9.90265877872977,13.0163838312281,0,0,0
40,10,30027.7,29972.3,30081.6,29986.8,29955.6,30025,273.3,262.2,284.7,282.3,273.4,288.8,0,0,0,0,0,0,0,0,0,10.8522966517809,9.22625843320273,12.5485565478735,12.2657945258029,9.83460676506597,14.816375371267,0,0,0
50,10,29882.3,29825.4,29938.2,29836.7,29793.9,29881.2,311.6,297.3,326.2,321.3,312.4,329.4,0,0,0,0,0,0,0,0,0,13.9806779094136,12.7257335058645,15.1854110174962,13.8533828020257,12.1690982361102,15.618832505166,0,0,0
60,10,29683.1,29604.3,29758.8,29659.5,29631.7,29691.4,352.4,337.4,368.5,364,354.2,372.8,0,0,0,0,0,0,0,0,0,13.1701891202759,11.5003636147762,14.9115974833215,13.3110443431322,12.1363840456676,14.3531336848955,0,0,0
70,10,29489.9,29412.4,29568.4,29419.2,29370.6,29473.7,395.6,377.6,415.3,412.2,402,422,0,0,0,0,0,0,0,0,0,12.2315487118362,11.1867017720105,13.2808839209309,13.3179011535426,10.9390993274899,15.5287361234795,0,0,0
80,10,29278.8,29178.8,29368.2,29192.6,29146.1,29236.3,448.4,427.6,469.4,463.9,451.3,473.9,0,0,0,0,0,0,0,0,0,13.3690734786838,11.8720739388654,14.5461914290496,12.5592345328162,11.3229565073906,14.0666314579542,0,0,0
90,10,28987.6,28878.7,29092,28952.9,28877.9,29015.8,507,485.2,531.1,522.9,506.1,538.4,0,0,0,0,0,0,0,0,0,13.098347114621,11.5558918086539,14.4614362800154,12.6978437386975,11.0889707624917,14.1431029810139,0,0,0
100,10,28719.9,28593.2,28828.5,28631.6,28540,28728.2,579.5,554,605.1,588.4,568.9,607.7,0,0,0,0,0,0,0,0,0,14.3599411014138,12.9730567668617,15.6856780719649,12.5117542454608,11.336426754473,13.6074853461314,0,0,0
110,10,28351.8,28207,28486.4,28304.3,28211.3,28398.2,658.2,628.9,688.5,668.1,641.1,690.9,0,0,0,0,0,0,0,0,0,13.5721687977101,11.996664962181,14.9481489493284,13.5082104696272,12.2723436749056,14.6617658130555,0,0,0
120,10,27964.7,27788.7,28118.8,27900.9,27785,28030.8,741.1,707.3,781.7,761.8,729.4,794.2,0,0,0,0,0,0,0,0,0,12.5469299146422,11.4075910968513,13.7417675735069,13.9703245690052,12.8147353711028,15.2872580482482,0,0,0
130,10,27564.8,27361.4,27739.5,27444.8,27252.8,27642.3,837.8,794.3,882.6,862.8,822.1,898,0,0,0,0,0,0,0,0,0,12.9950625963455,12.287343381003,13.6845777007623,13.2461958978906,12.3166956940146,14.1304285519633,0,0,0
140,10,27088,26845.8,27296.1,26941.1,26769.6,27126.7,946.9,896.2,1000.9,978.7,933.9,1021.6,0,0,0,0,0,0,0,0,0,13.0473609215793,11.999539261988,14.1420106880397,13.4545609919747,12.1745861595917,14.7295649355866,0,0,0
150,10,26531.7,26268.4,26797.1,26354.1,26145.5,26575.8,1067.5,1012.1,1125.6,1113.8,1061.3,1159,0,0,0,0,0,0,0,0,0,12.7463219326968,12.2857936697119,13.2290548921962,13.820512511738,13.102178582069,14.5153600982628,0,0,0
160,10,25949.8,25628.1,26242,25656,25397.5,25900.3,1206.2,1139.8,1276.8,1258.4,1198.5,1310.3,0,0,0,0,0,0,0,0,0,12.9338953029687,11.8789215571497,13.9494559330858,12.9674544135134,12.3919225441275,13.4239755268199,0,0,0
170,10,25214.5,24856.8,25527,24937.5,24623.2,25210.5,1366.5,1285.4,1447.7,1437.7,1380.2,1500.9,0,0,0,0,0,0,0,0,0,13.2909479821828,12.7821207787837,13.8116593991902,14.2924645113497,13.4819283785463,15.0445034979775,0,0,0
180,10,24374.9,23894.5,24747.8,24067.3,23754.3,24375.2,1550.6,1463.4,1642.3,1629.7,1555.2,1696.8,0,0,0,0,0,0,0,0,0,13.4341621969383,12.9119041025254,13.9433293621444,13.3771452579992,12.7276357056547,14.0589339179365,0,0,0
190,10,23461.8,22975.2,23910.7,23133.9,22805.5,23465.9,1769.8,1678.6,1870.6,1845.9,1756.7,1929.8,0,0,0,0,0,0,0,0,0,14.2004398988078,13.490855006347,14.847955230193,13.2240650553293,12.3295430733131,14.1693971293491,0,0,0
200,10,22413.7,21865.4,22900.8,22007.8,21596.1,22447.9,2011.8,1897.3,2135.2,2089.5,1995.8,2177.4,0,0,0,0,0,0,0,0,0,13.6266790029336,12.8972037568635,14.482014808609,13.2297499873441,12.6159562466263,13.7865921734363,0,0,0
210,10,21343.9,20718.1,21897.2,20905.9,20468.4,21340.2,2232.7,2107.9,2370.4,2323.3,2222.4,2411.7,0.1,0,0.3,0,0,0,38.4,37.6,39.2,11.0127452676175,10.6577828457527,11.3987717891772,11.2041282060671,10.7585903454292,11.7113570905062,0,0,0
220,10,20230.4,19549.5,20869.9,19794.8,19284.5,20310,2489.7,2345.1,2645.1,2586.1,2485.1,2688.1,0,0,0,0,0,0,56.8,55.3,58.2,11.4968644644638,10.7756170367685,12.2397618070435,11.3183655178861,10.7741443533384,11.8860855502251,47.939553926396,45.0554765291607,50.8572418572419
230,10,19037.3,18291,19747.8,18514.8,18036.4,18996.2,2757.8,2597.5,2918.8,2872.1,2754.3,2998.8,0,0,0,0.1,0,0.3,84,80.6,87,10.7642703797725,10.3136794360845,11.1718544167191,11.0476145416049,10.3921646546415,11.664313903794,47.939956383219,43.098578036872,52.4324068543223
240,10,17834.3,16904.2,18564.2,17239.5,16645.7,17846.9,3033.8,2826.2,3228.6,3154.9,2995.3,3294.7,0,0,0,0,0,0,124.8,119.8,129.5,9.90823196987748,9.110023056064,10.6877708224449,9.81495304002404,9.16220694752663,10.479222047281,48.5612832065703,46.7897194938301,50.5552715258598
250,10,16620.6,15570.7,17539.5,16027.2,15310.1,16759.7,3295.6,3081.8,3502,3445.2,3268.9,3605.2,0,0,0,0,0,0,190.6,181.8,198.1,8.6159712054964,8.10853505066638,9.1100278247743,9.17189660707297,8.61457658111576,9.75021925345816,52.722727818951,50.798964376306,54.3826850524564
260,10,15568,14535.5,16578.1,14811.2,14041.3,15736,3512,3286.6,3761.3,3691.9,3496,3879.4,0,0,0,0,0,0,284.6,269.1,296.4,6.55082037093213,6.06928117281524,6.97219746582726,7.15183762310025,6.71532795496997,7.57945496865466,49.327313515998,47.06691768879,51.7433318767825
270,10,14771.4,13571.3,15790.7,13949.1,13031.1,14825.1,3677,3414.5,3996.9,3864,3652.1,4069.2,0.1,0,0.3,0.1,0,0.3,430.2,409.7,446.9,4.6192025964015,3.92822365455997,5.40051680460084,4.58355307834212,3.77941116602581,5.38044175603434,51.1725332369539,49.6142585527312,52.8557618339928
280,10,14539.5,13042,15743.5,13587.2,12603.6,14709,3684,3418.4,3952.9,3913,3664.4,4154.6,0.1,0,0.3,0,0,0,643.4,609.2,671.1,0.084219416701053,-0.91687608849337,1.07762607533706,1.16751276582089,0.280124168680314,2.07234929251392,49.4870189485849,48.6187733361204,50.3974760551911
290,10,15114.5,13572.3,16381.8,14011.3,12884.3,15211.9,3526.4,3226.3,3868.5,3781.9,3497.2,4038.3,0.1,0,0.3,0.1,0,0.3,970.5,922,1011.2,-4.52186828424286,-6.15065171689718,-2.80784285720365,-3.51527932588018,-4.81898887377918,-2.37646127103742,50.8719605932421,50.0144792083194,51.8670246034849
300,10,16724,14889.6,18287,15456.7,14173.7,17008.5,3086.5,2745.1,3514.7,3372.1,3034.2,3667.2,0.4,0,0.9,0.1,0,0.3,1456,1384.4,1522.8,-13.09406458117,-15.8439008519358,-10.3021661964312,-11.2295083721562,-13.4362074311516,-9.13851108095024,50.0551666205787,49.3318193725148,50.7477510343295
310,10,19960.3,17705.7,21840.2,18593.3,16976.1,20304.9,2257.2,1826.2,2745,2551.9,2145,2920.7,0.3,0,0.7,0.5,0.1,0.9,2175.2,2060.4,2278,-28.4648917996741,-33.3371554095261,-23.3438602343463,-25.5641965254303,-30.5291055241766,-20.5757901916908,49.3863398208449,48.7856189487556,50.1116427584661
320,10,25221.5,22497.7,27244.3,24013.7,22065.6,25859.4,909.5,409.6,1480.1,1147.8,712.9,1569.7,5.7,3,8.7,9.1,5.3,12.6,3250.8,3087.3,3399.7,-66.2667076323316,-78.6938589165959,-54.1555555764284,-59.8733857189208,-72.6205916206341,-47.5575380515766,49.4665664461355,48.2284296755975,50.5222681161087
330,10,29714.1,27846.5,30862.7,29555.5,28282.6,30449.9,154,0,462,97.1,0,290.9,0.2,0,0.6,0.3,0,0.8,3803.6,3416.8,4103,-95.1281240113888,-100,-85.3843720341664,-96.1031217243364,-100,-88.3293551780067,18.237636425523,3.7408721027564,31.0635402700519
340,10,31070.3,30710.9,31250,31159.8,30979.6,31250,0,0,0,0,0,0,0,0,0,0,0,0,2028.8,1341.6,2836.1,-10,-30,0,-20,-50,0,-49.0009051297175,-64.0397167303825,-29.1604389632827
350,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,473.5,168.1,971.4,0,0,0,0,0,0,-84.0852226168272,-90.6432575742292,-75.3673491736174
360,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,41.1,0,123.3,0,0,0,0,0,0,-98.4360730593607,-100,-95.3082191780822
370,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-30,0
380,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,10,31250,31250,31250,31250,31250,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
